0 -0.00174063 -0.00184131 0.000169523 -0.000835893
0.025 -0.00174063 -0.00184131 0.000169523 -0.000835893
0.05 -0.00348016 -0.00368149 0.00033873 -0.00167138
0.075 -0.00521748 -0.00551943 0.000507306 -0.00250606
0.1 -0.00695149 -0.00735399 0.000674941 -0.00333953
0.125 -0.00868111 -0.00918408 0.00084133 -0.00417138
0.15 -0.0104053 -0.0110086 0.00100617 -0.00500121
0.175 -0.0121229 -0.0128264 0.00116918 -0.00582864
0.2 -0.0138329 -0.0146366 0.00133006 -0.00665325
0.225 -0.0155343 -0.0164379 0.00148857 -0.00747468
0.25 -0.0172261 -0.0182295 0.00164443 -0.00829252
0.275 -0.0189073 -0.0200102 0.0017974 -0.00910639
0.3 -0.0205769 -0.0217791 0.00194727 -0.00991593
0.325 -0.0222341 -0.0235353 0.00209382 -0.0107208
0.35 -0.0238779 -0.0252779 0.00223687 -0.0115205
0.375 -0.0255074 -0.0270059 0.00237624 -0.0123148
0.4 -0.0271219 -0.0287185 0.00251179 -0.0131034
0.425 -0.0287206 -0.030415 0.00264338 -0.0138858
0.45 -0.0303026 -0.0320944 0.00277092 -0.0146617
0.475 -0.0318673 -0.0337562 0.00289433 -0.0154309
0.5 -0.0334141 -0.0353995 0.00301354 -0.016193
0.525 -0.0349422 -0.0370238 0.00312853 -0.0169476
0.55 -0.0364512 -0.0386284 0.00323928 -0.0176945
0.575 -0.0379404 -0.0402127 0.00334582 -0.0184335
0.6 -0.0394095 -0.0417764 0.00344818 -0.0191641
0.625 -0.0408578 -0.0433188 0.00354643 -0.0198862
0.65 -0.0422851 -0.0448395 0.00364066 -0.0205994
0.675 -0.043691 -0.0463382 0.00373098 -0.0213036
0.7 -0.0450752 -0.0478144 0.00381753 -0.0219985
0.725 -0.0464374 -0.049268 0.00390047 -0.0226838
0.75 -0.0477773 -0.0506987 0.00397998 -0.0233594
0.775 -0.0490948 -0.0521062 0.00405626 -0.024025
0.8 -0.0503898 -0.0534904 0.00412952 -0.0246804
0.825 -0.0516622 -0.054851 0.00420001 -0.0253255
0.85 -0.0529119 -0.0561882 0.00426796 -0.0259601
0.875 -0.0541388 -0.0575017 0.00433364 -0.026584
0.9 -0.055343 -0.0587915 0.00439733 -0.0271971
0.925 -0.0565246 -0.0600578 0.00445931 -0.0277992
0.95 -0.0576835 -0.0613004 0.00451987 -0.0283903
0.975 -0.0588199 -0.0625194 0.00457929 -0.0289701
1 -0.059934 -0.063715 0.00463789 -0.0295386
1.025 -0.0610258 -0.0648872 0.00469594 -0.0300956
1.05 -0.0620955 -0.0660362 0.00475376 -0.0306412
1.075 -0.0631433 -0.0671621 0.00481161 -0.0311753
1.1 -0.0641694 -0.0682651 0.00486979 -0.0316977
1.125 -0.0651741 -0.0693453 0.00492856 -0.0322084
1.15 -0.0661574 -0.0704029 0.00498818 -0.0327073
1.175 -0.0671196 -0.071438 0.00504889 -0.0331946
1.2 -0.068061 -0.072451 0.00511092 -0.03367
1.225 -0.0689818 -0.0734418 0.00517446 -0.0341337
1.25 -0.0698822 -0.0744108 0.00523971 -0.0345855
1.275 -0.0707623 -0.075358 0.00530681 -0.0350256
1.3 -0.0716224 -0.0762837 0.00537592 -0.0354539
1.325 -0.0724627 -0.077188 0.00544713 -0.0358704
1.35 -0.0732834 -0.078071 0.00552052 -0.0362752
1.375 -0.0740846 -0.0789329 0.00559616 -0.0366684
1.4 -0.0748665 -0.0797738 0.00567405 -0.0370499
1.425 -0.0756292 -0.0805937 0.0057542 -0.0374198
1.45 -0.0763729 -0.0813929 0.00583657 -0.0377781
1.475 -0.0770977 -0.0821713 0.00592108 -0.0381251
1.5 -0.0778036 -0.0829289 0.00600764 -0.0384606
1.525 -0.0784907 -0.0836659 0.00609613 -0.0387849
1.55 -0.0791591 -0.0843823 0.00618638 -0.039098
1.575 -0.0798088 -0.085078 0.0062782 -0.0393999
1.6 -0.0804398 -0.0857531 0.0063714 -0.0396908
1.625 -0.0810521 -0.0864075 0.00646572 -0.0399709
1.65 -0.0816458 -0.0870411 0.00656091 -0.0402401
1.675 -0.0822208 -0.087654 0.00665667 -0.0404986
