0 -0.000471822 -0.000421668 -1.72682e-05 -0.000219468
0.025 -0.000471822 -0.000421668 -1.72682e-05 -0.000219468
0.05 -0.000941877 -0.000841864 -3.47031e-05 -0.000438283
0.075 -0.0014084 -0.00125912 -5.24712e-05 -0.000655795
0.1 -0.00186965 -0.00167198 -7.07388e-05 -0.000871358
0.125 -0.00232389 -0.002079 -8.96714e-05 -0.00108434
0.15 -0.00276943 -0.00247877 -0.000109434 -0.0012941
0.175 -0.00320458 -0.00286989 -0.00013019 -0.00150004
0.2 -0.00362773 -0.003251 -0.000152103 -0.00170155
0.225 -0.00403727 -0.0036208 -0.000175334 -0.00189807
0.25 -0.00443168 -0.00397799 -0.000200043 -0.00208901
0.275 -0.00480947 -0.00432134 -0.000226388 -0.00227386
0.3 -0.00516923 -0.00464968 -0.000254524 -0.0024521
0.325 -0.0055096 -0.00496189 -0.000284605 -0.00262325
0.35 -0.0058293 -0.0052569 -0.000316782 -0.00278684
0.375 -0.00612713 -0.00553373 -0.000351204 -0.00294247
0.4 -0.00640198 -0.00579144 -0.000388014 -0.00308973
0.425 -0.00665281 -0.0060292 -0.000427355 -0.00322828
0.45 -0.00687868 -0.00624621 -0.000469363 -0.00335779
0.475 -0.00707875 -0.0064418 -0.000514172 -0.00347799
0.5 -0.00725226 -0.00661536 -0.00056191 -0.00358863
0.525 -0.00739857 -0.00676635 -0.000612701 -0.00368953
0.55 -0.00751715 -0.00689436 -0.000666663 -0.00378051
0.575 -0.00760756 -0.00699905 -0.000723909 -0.00386148
0.6 -0.00766948 -0.00708016 -0.000784545 -0.00393235
0.625 -0.00770271 -0.00713755 -0.00084867 -0.00399311
0.65 -0.00770713 -0.00717116 -0.000916377 -0.00404377
0.675 -0.00768278 -0.00718105 -0.000987751 -0.0040844
0.7 -0.00762979 -0.00716737 -0.00106287 -0.00411512
0.725 -0.00754841 -0.00713035 -0.0011418 -0.00413608
0.75 -0.00743902 -0.00707035 -0.00122461 -0.00414748
0.775 -0.00730208 -0.00698782 -0.00131133 -0.00414958
0.8 -0.00713821 -0.0068833 -0.00140203 -0.00414266
0.825 -0.00694813 -0.00675744 -0.00149671 -0.00412707
0.85 -0.00673265 -0.00661098 -0.00159541 -0.0041032
0.875 -0.00649272 -0.00644478 -0.00169814 -0.00407146
0.9 -0.00622939 -0.00625977 -0.00180488 -0.00403233
0.925 -0.00594382 -0.00605698 -0.00191564 -0.00398631
0.95 -0.00563727 -0.00583754 -0.00203037 -0.00393395
0.975 -0.0053111 -0.00560265 -0.00214904 -0.00387584
1 -0.00496677 -0.0053536 -0.0022716 -0.0038126
1.025 -0.00460583 -0.00509179 -0.00239798 -0.00374489
1.05 -0.00422992 -0.00481867 -0.0025281 -0.00367338
1.075 -0.00384077 -0.00453575 -0.00266188 -0.00359881
1.1 -0.00344018 -0.00424466 -0.00279919 -0.00352193
1.125 -0.00303004 -0.00394706 -0.00293993 -0.00344349
1.15 -0.00261229 -0.00364466 -0.00308395 -0.00336431
1.175 -0.00218895 -0.00333927 -0.00323111 -0.00328519
1.2 -0.00176208 -0.00303271 -0.00338125 -0.00320698
1.225 -0.00133381 -0.00272687 -0.00353418 -0.00313053
1.25 -0.0009063 -0.00242368 -0.00368971 -0.00305669
1.275 -0.000481761 -0.00212508 -0.00384763 -0.00298636
1.3 -6.24245e-05 -0.00183306 -0.00400773 -0.0029204
1.325 0.000349447 -0.00154964 -0.00416977 -0.00285971
1.35 0.000751576 -0.00127684 -0.0043335 -0.00280517
1.375 0.00114167 -0.0010167 -0.00449866 -0.00275768
1.4 0.00151744 -0.000771242 -0.00466498 -0.00271811
1.425 0.0018766 -0.000542519 -0.00483216 -0.00268734
1.45 0.00221686 -0.000332555 -0.00499992 -0.00266624
1.475 0.00253596 -0.000143361 -0.00516794 -0.00265565
1.5 0.00283168 2.3073e-05 -0.00533589 -0.00265641
1.525 0.0031018 0.000164785 -0.00550346 -0.00266934
1.55 0.00334416 0.000279848 -0.00567029 -0.00269522
1.575 0.00355665 0.000366378 -0.00583604 -0.00273483
1.6 0.0037372 0.000422539 -0.00600036 -0.00278891
1.625 0.00388381 0.000446546 -0.00616287 -0.00285816
1.65 0.00399455 0.000436676 -0.00632321 -0.00294327
1.675 0.00406754 0.000391273 -0.00648101 -0.00304487
1.7 0.004101 0.000308752 -0.00663587 -0.00316356
1.725 0.00409324 0.000187604 -0.00678743 -0.00329991
1.75 0.00404265 2.64046e-05 -0.00693529 -0.00345444
1.775 0.00394772 -0.000176184 -0.00707906 -0.00362762
1.8 0.00380704 -0.000421407 -0.00721836 -0.00381988
1.825 0.0036193 -0.00071041 -0.0073528 -0.00403161
1.85 0.00338332 -0.00104424 -0.007482 -0.00426312
1.875 0.00309802 -0.00142384 -0.00760557 -0.0045147
1.9 0.00276245 -0.00185003 -0.00772314 -0.00478659
1.925 0.00237578 -0.00232354 -0.00783433 -0.00507894
1.95 0.0019373 -0.00284496 -0.00793879 -0.00539187
1.975 0.00144643 -0.00341478 -0.00803613 -0.00572546
2 0.000902727 -0.00403336 -0.00812603 -0.0060797
2.025 0.000305886 -0.00470094 -0.00820814 -0.00645454
2.05 -0.000344274 -0.00541763 -0.00828212 -0.00684987
2.075 -0.00104779 -0.00618342 -0.00834766 -0.00726554
2.1 -0.00180456 -0.00699817 -0.00840445 -0.00770131
2.125 -0.00261436 -0.00786162 -0.0084522 -0.00815691
2.15 -0.0034768 -0.00877336 -0.00849064 -0.008632
2.175 -0.00439138 -0.00973289 -0.00851949 -0.00912619
2.2 -0.00535745 -0.0107395 -0.00853852 -0.00963903
2.225 -0.00637422 -0.0117926 -0.00854749 -0.01017
2.25 -0.00744079 -0.012891 -0.00854619 -0.0107186
2.275 -0.0085561 -0.014034 -0.00853444 -0.0112842
2.3 -0.00971897 -0.0152202 -0.00851205 -0.0118661
2.325 -0.0109281 -0.0164484 -0.00847888 -0.0124637
2.35 -0.0121821 -0.0177174 -0.0084348 -0.0130761
2.375 -0.0134793 -0.0190255 -0.00837968 -0.0137026
2.4 -0.0148182 -0.0203713 -0.00831345 -0.0143424
2.425 -0.016197 -0.0217529 -0.00823603 -0.0149945
2.45 -0.0176137 -0.0231686 -0.00814738 -0.015658
2.475 -0.0190664 -0.0246166 -0.00804747 -0.016332
2.5 -0.020553 -0.0260948 -0.0079363 -0.0170156
2.525 -0.0220714 -0.0276012 -0.0078139 -0.0177075
2.55 -0.0236192 -0.0291336 -0.0076803 -0.0184069
2.575 -0.0251942 -0.0306898 -0.00753558 -0.0191127
2.6 -0.0267939 -0.0322675 -0.00737983 -0.0198237
2.625 -0.0284158 -0.0338643 -0.00721315 -0.0205387
2.65 -0.0300575 -0.0354779 -0.00703568 -0.0212568
2.675 -0.0317162 -0.0371058 -0.00684758 -0.0219767
2.7 -0.0333894 -0.0387453 -0.00664903 -0.0226972
2.725 -0.0350744 -0.0403941 -0.00644022 -0.0234172
2.75 -0.0367684 -0.0420495 -0.00622138 -0.0241355
2.775 -0.0384686 -0.0437089 -0.00599276 -0.0248508
2.8 -0.0401724 -0.0453697 -0.0057546 -0.0255621
2.825 -0.0418769 -0.0470291 -0.0055072 -0.0262681
2.85 -0.0435793 -0.0486846 -0.00525085 -0.0269677
2.875 -0.0452768 -0.0503335 -0.00498587 -0.0276597
2.9 -0.0469666 -0.0519731 -0.00471259 -0.0283429
2.925 -0.0486459 -0.0536009 -0.00443138 -0.0290161
2.95 -0.050312 -0.0552141 -0.0041426 -0.0296783
2.975 -0.0519621 -0.0568102 -0.00384663 -0.0303284
3 -0.0535936 -0.0583865 -0.00354386 -0.0309652
3.025 -0.0552037 -0.0599407 -0.00323472 -0.0315877
3.05 -0.0567898 -0.0614701 -0.00291963 -0.0321949
3.075 -0.0583493 -0.0629723 -0.00259902 -0.0327857
3.1 -0.0598798 -0.064445 -0.00227334 -0.0333592
